"time","toolid","moduleid","type","event","action","caller","recipeid","recipestepno","acttime","lotid","carrierid","slotno","waferid","message","uuid"
2024-01-04 14:59:41.700,tesla_sensor,model_3,D,GAS2 INLETV,CLOSE,SPT PROCESS,F2_EUNO-14,0,0,Wiper Blades,CHAdeMo,14,"14","","572f9bbf-c4f6-41a0-bd63-ae9eb943e977"
2024-01-04 14:59:41.700,tesla_sensor,model_3,D,GAS2 INLETV,COMPLETE,SPT PROCESS,F2_EUNO-14,0,0,Wiper Blades,CHAdeMo,14,"14","00.0Sec",b70ef549-53f2-4d24-992d-47b32919ee76
2024-01-04 14:59:41.700,tesla_sensor,model_3,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",e3c170c0-5bc2-48f8-8c52-a13a7da9391e
2023-11-28 09:48:36.760,tesla_sensor,model_Y,D,PRCS1 PS,ON,"","",0,0,"","",0,"","",f13ae803-b281-42fd-b008-d62fd5ed9b66
2024-01-04 14:59:59.920,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",cb09b92f-df10-4def-862c-cd1de06b95af
2024-01-04 14:59:59.920,tesla_sensor,model_3,D,PRCS TRIGGER,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","","72a8ccef-aa8b-45f9-8ed2-8cea7f2d616a"
2024-01-04 12:29:34.880,tesla_sensor,model_3,D,MFC1 INLETV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","938c0662-4f47-49e5-bed8-34f7b3b0b994"
2024-01-04 12:35:42.330,tesla_sensor,model_3,D,SHTR,CLOSE,SHTR SET,"",0,0,"","",0,"","",e036d88f-9f66-4e67-a0e8-83cf9c2e23cf
2024-01-04 12:38:01.980,tesla_sensor,model_3,S,END PRCS,STEP START,"","",0,0,"","",0,"","","947acf0c-5a96-4ecc-8bdf-870e0fe13819"
2024-01-04 12:38:01.990,tesla_sensor,model_3,D,CHAMB HTR,AUTO EXIT,END PRCS,"",0,0,"","",0,"","",f04a8608-df4c-45b9-ad5c-300e18aabebc
2024-01-04 13:30:09.780,tesla_sensor,model_3,D,LIFTER,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","",bf99ea2e-8c21-4803-837e-2c1436ecabde
2024-01-04 13:30:09.780,tesla_sensor,model_3,D,CTHD WTR OUTV,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","4f447fa8-e656-4e39-b911-bfeae8fbe7ad"
2024-01-04 13:30:20.080,tesla_sensor,model_3,D,MFC3 MVO,ON,SPT PROCESS,"",0,0,"","",0,"","","950784ba-9aca-48ad-a10f-2fa07863e371"
2024-01-04 13:31:31.480,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,"",8,0,"","",0,"",STEP08,c30c88bd-aad3-4f4a-9e10-b6bf9680cf40
2024-01-04 13:31:31.480,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,"",9,0,"","",0,"",STEP09,fa5004d1-b515-4f7b-a445-0bc4236cae7a
2024-01-04 13:32:10.480,tesla_sensor,model_3,D,SHIELD,AUTO EXIT,PROCESS,"",0,0,"","",0,"","","3012bb58-6b93-4c2c-bdc9-f1be734ce46a"
2024-01-04 13:32:10.480,tesla_sensor,model_3,D,MAGNET RESET,ON,PROCESS,"",0,0,"","",0,"","","595c9823-be6d-4ccc-aff3-9e1e2b0da5e2"
2024-01-04 13:32:11.470,tesla_sensor,model_3,D,MAGNET RESET,COMPLETE,PROCESS,"",0,1000,"","",0,"","01.0Sec","62a416d8-f966-4637-a044-b124f0134106"
2024-01-04 13:32:11.490,tesla_sensor,model_3,D,MAGNET,ON,MAG POS CONTROL,"",0,0,"","",0,"","","96d56f65-7ca7-4fc8-8869-4d3a6404d76f"
2024-01-04 13:33:31.560,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,"","",0,"","","8d654fb9-8e28-4f5b-92b8-1e2de197b3f5"
2024-01-04 13:41:06.570,tesla_sensor,model_3,D,WTR DRAIN OUTV,AUTO EXIT,END PRCS,"",0,0,"","",0,"","","7e0ed76c-f02b-4a13-a9f0-ca82625e1fe6"
2024-01-04 13:41:10.720,tesla_sensor,model_3,D,MFC2 INLETV,COMPLETE,SETUP,"",0,0,"","",0,"","00.0Sec",c3db8544-4b0b-49a6-9b9c-716dc792dc89
2024-01-04 13:41:10.720,tesla_sensor,model_3,D,GAS2 INLETV,AUTO EXIT,SETUP,"",0,0,"","",0,"","","607672a0-e3ef-464b-bd19-1c0699216dda"
2024-01-04 13:41:10.720,tesla_sensor,model_3,D,MFC3 INLETV,OPEN,SETUP,"",0,0,"","",0,"","",d64cefce-c671-4c31-94bb-2aca608d438c
2024-01-04 13:41:10.720,tesla_sensor,model_3,D,MFC3 INLETV,COMPLETE,SETUP,"",0,0,"","",0,"","00.0Sec",d190334e-6d54-4623-89de-852a1b36539a
2024-01-04 13:45:23.340,tesla_sensor,model_3,D,GAS1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","3939a91b-1745-423e-8fb7-6a523f31e333"
2024-01-04 13:45:23.340,tesla_sensor,model_3,D,MFC2 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",b7544e31-c73c-4f9f-b131-18453f0f1da3
2024-01-04 13:45:23.340,tesla_sensor,model_3,D,MFC3 INLETV,CLOSE,SPT PROCESS,F2_EUNO-1,0,0,Battery,CHAdeMo,1,"01","","6de33b09-a069-45a7-8669-1063bb30485b"
2024-01-04 13:45:23.340,tesla_sensor,model_3,D,MFC3 INLETV,COMPLETE,SPT PROCESS,F2_EUNO-1,0,0,Battery,CHAdeMo,1,"01","00.0Sec","0fecc79a-6780-4dba-8936-65a2e109c3c4"
2024-01-04 13:46:18.840,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","39ab7945-57cf-423a-a714-64a2910d1e84"
2024-01-04 13:46:18.840,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",b99ca249-b50b-4cb7-a183-0ceee3762fe8
2024-01-04 13:49:04.810,tesla_sensor,model_3,D,ESC MINUS,ON,ESC CONTROL,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","","64ba9b2d-aa9f-4a34-b2d4-0d0c1d5738f5"
2024-01-04 13:49:04.810,tesla_sensor,model_3,D,GAS1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",b8442ae1-a3b7-416b-a987-18b5f75d3f85
2024-01-04 13:49:04.810,tesla_sensor,model_3,D,MFC2 INLETV,OPEN,SPT PROCESS,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","",a5b4d03b-abc9-4b02-a38e-a293a4582493
2024-01-04 13:49:04.810,tesla_sensor,model_3,D,MFC2 INLETV,COMPLETE,SPT PROCESS,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","00.0Sec","394ad7b7-da71-4ec7-b4cc-b4b4c5caa900"
2024-01-04 13:49:04.810,tesla_sensor,model_3,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",c32eb5d7-9cfe-463c-bc1b-df191f287c50
2024-01-04 13:49:04.810,tesla_sensor,model_3,D,GAS3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",a5c615e3-c159-497c-aa58-94de74385319
2024-01-04 13:49:04.830,tesla_sensor,model_3,D,ESC MINUS,COMPLETE,ESC CONTROL,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","00.0Sec","8b6c67c6-067d-49c1-9b6c-f801b0e4aa47"
2024-01-04 13:49:04.830,tesla_sensor,model_3,D,MFC2 IAC,ON,SPT PROCESS,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","",fe2906fd-2b1c-4bba-b221-f2a1b82f7ce3
2024-01-04 13:49:26.990,tesla_sensor,model_3,D,ASST CTRL,COMPLETE,ASST GAS CTRL,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","00.0Sec","9ff615c8-179e-475e-9b99-f43e66764d24"
2024-01-04 13:49:27.020,tesla_sensor,model_3,D,RF2 PS,COMPLETE,SPT PROCESS,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","00.0Sec",bf474f16-2768-491f-81bb-29211477fd7c
2024-01-04 13:50:17.020,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,F2_EUNO-2,6,0,Battery,CHAdeMo,2,"02",STEP06,eacedcc2-ac63-49ac-9653-66f27bc63cc7
2024-01-04 13:50:17.020,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,F2_EUNO-2,7,0,Battery,CHAdeMo,2,"02",STEP07,"99fe5a40-8b8d-4350-b75a-1b52130f3dd2"
2024-01-04 13:50:17.030,tesla_sensor,model_3,D,PRCS1 PS,OFF,SPT PROCESS,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","","322b3a56-a0cc-4f73-8577-ea98882549fc"
2024-01-04 13:50:25.220,tesla_sensor,model_3,D,CONDV1,CLOSE,SPT PROCESS,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","","831a13e0-019e-4571-87fa-6efb43151856"
2024-01-04 13:50:25.280,tesla_sensor,model_3,D,CONDV1,COMPLETE,SPT PROCESS,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","00.0Sec","80cdb4e9-bb33-4bde-8b72-4787bcaa3e1c"
2024-01-04 13:50:26.300,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","6e334d4c-ac0d-49f5-ad30-32ff47cae3e0"
2024-01-04 13:50:26.310,tesla_sensor,model_3,D,ESC RELEASE,ON,ESC CONTROL,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","",b00d1eea-ab83-4f59-8853-cc6e00e4d499
2024-01-04 13:50:26.320,tesla_sensor,model_3,D,ESC RELEASE,COMPLETE,ESC CONTROL,F2_EUNO-2,0,0,Battery,CHAdeMo,2,"02","00.0Sec","484f81b9-05bb-4108-88ba-9abc895dc403"
2024-01-04 13:50:36.300,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,F2_EUNO-2,10,0,Battery,CHAdeMo,2,"02",STEP10,"0f92d5c3-7795-4366-b6f7-99891df6e077"
2024-01-04 13:50:36.310,tesla_sensor,model_3,D,MFC1 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","02a4dd0a-fcfa-4c8a-bcce-ec8bf3757626"
2024-01-04 13:50:36.310,tesla_sensor,model_3,D,MFC2 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",bebc4d2e-3f63-4014-9abe-c5623b70bb44
2024-01-04 13:53:18.110,tesla_sensor,model_3,D,ESC MINUS,COMPLETE,ESC CONTROL,F2_EUNO-3,0,0,Battery,CHAdeMo,3,"03","00.0Sec","56ad2a7a-d87c-4bb8-9bb6-f6dd3eec274f"
2024-01-04 13:53:18.110,tesla_sensor,model_3,D,MFC2 IAC,ON,SPT PROCESS,F2_EUNO-3,0,0,Battery,CHAdeMo,3,"03","",ae05f041-84c6-4d6b-948b-a580f4f022fa
2024-01-04 13:53:18.210,tesla_sensor,model_3,D,MFC2 IAC,COMPLETE,SPT PROCESS,F2_EUNO-3,0,100,Battery,CHAdeMo,3,"03","00.1Sec",afeaa619-48fa-4057-a092-e58414bc9591
2024-01-04 13:53:18.220,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",a0887efb-9c0b-410b-adaa-e2a2a26ddd70
2024-01-04 13:53:18.220,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","4c81c013-c9c6-429c-ae3c-1f3ccc7aa2b0"
2024-01-04 13:54:05.340,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,F2_EUNO-3,6,0,Battery,CHAdeMo,3,"03",STEP06,"961ff56f-15af-4e0b-b4f5-4da8fee063ce"
2023-11-28 09:46:37.680,tesla_sensor,model_Y,D,PRCS1 CURR,AUTO EXIT,"","",0,0,"","",0,"","","33e4a169-fddf-4871-990f-64a432e5a2f3"
2024-01-04 13:54:05.340,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,F2_EUNO-3,7,0,Battery,CHAdeMo,3,"03",STEP07,f50a570c-2376-4492-80aa-766acd2faaf6
2024-01-04 13:54:05.350,tesla_sensor,model_3,D,PRCS1 PS,OFF,SPT PROCESS,F2_EUNO-3,0,0,Battery,CHAdeMo,3,"03","",e38c7680-aa64-41fc-a440-a3988563e72f
2024-01-04 13:54:05.350,tesla_sensor,model_3,D,RF2 PS,OFF,SPT PROCESS,F2_EUNO-3,0,0,Battery,CHAdeMo,3,"03","",d9af12ae-d3ec-45e1-8d62-3e42d3011826
2024-01-04 13:54:05.360,tesla_sensor,model_3,D,ASST CTRL,ON,ASST GAS CTRL,F2_EUNO-3,0,0,Battery,CHAdeMo,3,"03","","4cdd2ed2-ff06-4f9d-8a15-ea52fef27182"
2024-01-04 13:54:14.610,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,F2_EUNO-3,10,0,Battery,CHAdeMo,3,"03",STEP10,"18e77f70-1ebb-4b7a-82f1-0e1107c1c410"
2024-01-04 13:54:14.610,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",dd67e573-d49a-4f10-a932-0b3f08039014
2024-01-04 13:54:14.610,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",d169a654-4f76-4c37-8c31-c01619508370
2024-01-04 13:54:14.630,tesla_sensor,model_3,D,ESC RELEASE,ON,ESC CONTROL,F2_EUNO-3,0,0,Battery,CHAdeMo,3,"03","","146ccc29-9b91-4059-842f-13a9494a247b"
2024-01-04 13:54:14.640,tesla_sensor,model_3,D,ESC RELEASE,COMPLETE,ESC CONTROL,F2_EUNO-3,0,0,Battery,CHAdeMo,3,"03","00.0Sec",babeb52f-4acf-4da0-a43f-46db8eb287c3
2024-01-04 13:56:59.200,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",bcd107fc-3e08-4de9-aa68-261850627438
2024-01-04 13:57:04.200,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,F2_EUNO-4,1,0,Battery,CHAdeMo,4,"04",STEP01,"46f99d6a-9e65-4ea7-aac5-d986c47b60f5"
2024-01-04 13:57:04.200,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,F2_EUNO-4,2,0,Battery,CHAdeMo,4,"04",STEP02,c4d9b937-5958-458f-8082-54d228660d36
2024-01-04 13:57:04.210,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","11491a81-ca23-45b2-84ed-376bab277c7f"
2024-01-04 13:57:04.210,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",ef7c38c0-bf3a-4fbf-9937-42444c0b1a4f
2024-01-04 13:57:04.210,tesla_sensor,model_3,D,ASST TMP PUMPV,CLOSE,ASST GAS CTRL,F2_EUNO-4,0,0,Battery,CHAdeMo,4,"04","","83d5cce2-b58e-47a5-98be-93985b5e6fe1"
2024-01-04 13:57:04.210,tesla_sensor,model_3,D,ASST TMP PUMPV,COMPLETE,ASST GAS CTRL,F2_EUNO-4,0,0,Battery,CHAdeMo,4,"04","00.0Sec","349fb626-fec2-4ee2-94e7-56ca93a779e1"
2024-01-04 13:58:11.350,tesla_sensor,model_3,D,ASST CTRL,ON,ASST GAS CTRL,F2_EUNO-4,0,0,Battery,CHAdeMo,4,"04","","472991d4-27f0-4097-a908-da475f1b8a19"
2024-01-04 13:58:11.350,tesla_sensor,model_3,D,ASST CTRL,COMPLETE,ASST GAS CTRL,F2_EUNO-4,0,0,Battery,CHAdeMo,4,"04","00.0Sec","507f0819-d075-458c-bb69-23bcca37d152"
2024-01-04 13:58:11.370,tesla_sensor,model_3,D,RF2 PS,COMPLETE,SPT PROCESS,F2_EUNO-4,0,0,Battery,CHAdeMo,4,"04","00.0Sec","5dc44769-21ee-4717-89fa-141829f93fb5"
2024-01-04 13:58:11.380,tesla_sensor,model_3,D,PRCS1 PS,COMPLETE,SPT PROCESS,F2_EUNO-4,0,0,Battery,CHAdeMo,4,"04","00.0Sec",e1426d51-04db-41d5-93c5-acf79791ff92
2024-01-04 13:58:11.390,tesla_sensor,model_3,D,SHIELD,UP,SPT PROCESS,F2_EUNO-4,0,0,Battery,CHAdeMo,4,"04","",f410bec6-3fb9-42a5-96e3-3abd6876a1b8
2024-01-04 13:58:20.600,tesla_sensor,model_3,D,ESC RELEASE,ON,ESC CONTROL,F2_EUNO-4,0,0,Battery,CHAdeMo,4,"04","","44cb9462-6f0f-47b2-ab82-82ee71b21333"
2024-01-04 13:58:20.620,tesla_sensor,model_3,D,ESC RELEASE,COMPLETE,ESC CONTROL,F2_EUNO-4,0,0,Battery,CHAdeMo,4,"04","00.0Sec","8971dc11-de16-4914-87b8-d43a0ffb895c"
2024-01-04 13:58:30.600,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,F2_EUNO-4,10,0,Battery,CHAdeMo,4,"04",STEP10,"27e18969-4044-45b9-b8e5-cb1152c0e0b9"
2024-01-04 13:58:30.610,tesla_sensor,model_3,D,MFC1 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","",e944b27d-9420-413f-8b41-fc76764d1e74
2024-01-04 13:58:30.610,tesla_sensor,model_3,D,MFC2 MVC,AUTO EXIT,SPT PROCESS,"",0,0,Battery,"",0,"","","09046360-bea3-4beb-be9e-841902c83dc0"
2024-01-04 15:02:43.850,tesla_sensor,model_3,D,GAS1 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",e8b4344c-7506-4888-b2bd-9a4b2b7ddac3
2024-01-04 15:02:43.850,tesla_sensor,model_3,D,MFC2 INLETV,OPEN,SPT PROCESS,F2_EUNO-15,0,0,Wiper Blades,CHAdeMo,15,"15","",bba573ad-ebe7-42cc-8dd2-62bd637d0399
2024-01-04 15:02:43.850,tesla_sensor,model_3,D,MFC2 INLETV,COMPLETE,SPT PROCESS,F2_EUNO-15,0,0,Wiper Blades,CHAdeMo,15,"15","00.0Sec","00e96c0d-385a-42d9-a402-3298b28d9e5f"
2024-01-04 15:02:43.850,tesla_sensor,model_3,D,MFC3 INLETV,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","","4de2da69-2671-4b09-b245-6dc3b0361574"
2024-01-04 15:03:39.220,tesla_sensor,model_3,D,MAINV,COMPLETE,SPT PROCESS,F2_EUNO-15,0,2000,Wiper Blades,CHAdeMo,15,"15","02.0Sec","6eaa18c4-4a29-4def-bc77-b9f141395846"
2024-01-04 15:03:39.240,tesla_sensor,model_3,D,CONDV1,CLOSE,SPT PROCESS,F2_EUNO-15,0,0,Wiper Blades,CHAdeMo,15,"15","",e9da8c9f-3fa6-457b-bcb0-0969f0471746
2024-01-04 15:03:39.310,tesla_sensor,model_3,D,CONDV1,COMPLETE,SPT PROCESS,F2_EUNO-15,0,0,Wiper Blades,CHAdeMo,15,"15","00.0Sec","320eea74-a58a-4aa1-900d-36029e99d675"
2024-01-04 15:03:39.320,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","","53aa5f9e-d118-42b5-ac86-ef68d98fd81a"
2024-01-04 15:03:39.320,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","","80e7c27c-3b1d-4308-894f-025dbb542f0e"
2024-01-04 15:03:39.330,tesla_sensor,model_3,D,ESC,AUTO EXIT,ESC CONTROL,"",0,0,Wiper Blades,"",0,"","","902e6c1f-9e38-42cb-808c-189fab1dbe36"
2024-01-04 15:03:39.340,tesla_sensor,model_3,D,ESC PLUS,ON,ESC CONTROL,F2_EUNO-15,0,0,Wiper Blades,CHAdeMo,15,"15","",ad19496a-711e-4943-a571-91fab99f2b17
2024-01-04 15:03:39.340,tesla_sensor,model_3,D,ESC PLUS,COMPLETE,ESC CONTROL,F2_EUNO-15,0,0,Wiper Blades,CHAdeMo,15,"15","00.0Sec",fa7b7cf9-0ac5-46dc-b0d7-34de3573e437
2024-01-04 15:03:40.320,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,F2_EUNO-15,9,0,Wiper Blades,CHAdeMo,15,"15",STEP09,"485b958d-eb1b-4373-b858-e022445c9676"
2024-01-04 15:03:40.320,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,F2_EUNO-15,10,0,Wiper Blades,CHAdeMo,15,"15",STEP10,cff2c0b6-b32d-4b7c-9151-4f6ce3390954
2024-01-04 15:06:29.880,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,F2_EUNO-16,1,0,Wiper Blades,CHAdeMo,21,"21",STEP01,"5380f1a0-f38d-4977-bfc6-0d182fb71ce4"
2024-01-04 15:06:29.880,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,F2_EUNO-16,2,0,Wiper Blades,CHAdeMo,21,"21",STEP02,"7c0dbca8-724e-4b81-a3e5-e45cb73d64d3"
2024-01-04 15:06:29.890,tesla_sensor,model_3,D,PRCS1 PS,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","",bdc17b3b-3230-4974-80c0-2f7711109777
2024-01-04 15:06:29.890,tesla_sensor,model_3,D,RF2 PS,AUTO EXIT,SPT PROCESS,"",0,0,Wiper Blades,"",0,"","","1251cdf4-8f9b-4d3a-8b17-2575dc4064b3"
2024-01-04 15:06:29.890,tesla_sensor,model_3,D,ASST TMP PUMPV,CLOSE,ASST GAS CTRL,F2_EUNO-16,0,0,Wiper Blades,CHAdeMo,21,"21","","1fe3d519-52ca-438d-bda4-b33b993e22bd"
2024-01-04 15:06:29.890,tesla_sensor,model_3,D,ASST TMP PUMPV,COMPLETE,ASST GAS CTRL,F2_EUNO-16,0,0,Wiper Blades,CHAdeMo,21,"21","00.0Sec","5b326ff4-6e43-490b-af6e-dcc9a848e4e3"
2023-11-28 09:44:10.420,tesla_sensor,model_Y,D,CONDV1,COMPLETE,"","",0,0,"","",0,"","00.0Sec","3a68bbd6-25ba-4165-84ed-833adb3f4ba8"
2024-01-04 14:47:59.630,tesla_sensor,model_3,S,windows install,STEP END,"","",0,0,Wiper Blades,CHAdeMo,11,"11","","42f298a1-caa4-408b-8015-0a687cb24f3b"
2024-01-04 15:07:37.050,tesla_sensor,model_3,D,PRCS1 PS,COMPLETE,SPT PROCESS,F2_EUNO-16,0,0,Wiper Blades,CHAdeMo,21,"21","00.0Sec",d75a201e-96f5-4245-ad3d-2f54c9af7d0a
2023-11-28 09:47:35.670,tesla_sensor,model_Y,D,MAGNET,COMPLETE,"","",0,900,"","",0,"","00.9Sec",e00e3d80-7433-4faa-82a7-6cd81c3f5dc6
2024-01-04 15:07:37.050,tesla_sensor,model_3,D,RF2 PS,COMPLETE,SPT PROCESS,F2_EUNO-16,0,0,Wiper Blades,CHAdeMo,21,"21","00.0Sec","317354c3-23ac-4c51-bea7-73313e9cc3af"
2024-01-04 15:07:37.070,tesla_sensor,model_3,D,SHIELD,UP,SPT PROCESS,F2_EUNO-16,0,0,Wiper Blades,CHAdeMo,21,"21","",ad4f740c-a362-40f6-aebc-8fc68382cabf
2024-01-04 15:07:38.060,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,F2_EUNO-16,7,0,Wiper Blades,CHAdeMo,21,"21",STEP07,"3edf96db-5cb3-4293-8048-6ab0c337ee47"
2023-11-28 09:47:24.290,tesla_sensor,model_Y,D,PRCS1 PS,ON,"","",0,0,"","",0,"","",b99cae57-b45f-4a51-9ebf-3ef4c77be578
2024-01-04 15:07:46.270,tesla_sensor,model_3,D,ESC RELEASE,ON,ESC CONTROL,F2_EUNO-16,0,0,Wiper Blades,CHAdeMo,21,"21","",b4dc97e8-b91e-4222-a21c-4e8362ef68c5
2024-01-04 15:07:46.280,tesla_sensor,model_3,D,ESC RELEASE,COMPLETE,ESC CONTROL,F2_EUNO-16,0,0,Wiper Blades,CHAdeMo,21,"21","00.0Sec","4004d5c0-2488-46de-839b-d7460a1fbf1b"
2024-01-04 15:07:59.630,tesla_sensor,model_3,D,LIFTER,COMPLETE,UNLOAD,"",0,3200,Wiper Blades,CHAdeMo,21,"21","03.2Sec","520b054c-43b8-4f15-aa3e-10b61e4a222e"
2024-01-04 15:08:06.430,tesla_sensor,model_3,D,CTHD WTR INV,AUTO EXIT,PUMP DOWN,"",0,0,"","",0,"","","75cd919a-99c6-4979-9de8-3508f5ba3515"
2024-01-04 15:10:47.340,tesla_sensor,model_3,D,SHIELD,DOWN,SHTR SET,"",0,0,"","",0,"","","1634227c-b8aa-4468-b76b-8ac9f60638cc"
2024-01-04 15:10:47.340,tesla_sensor,model_3,D,LIFTER,DOWN,SHTR SET,"",0,0,"","",0,"","","07cfa12b-2c55-4f0b-9bb1-de916b7a1049"
2024-01-04 15:10:50.010,tesla_sensor,model_3,D,SHIELD,COMPLETE,SHTR SET,"",0,2600,"","",0,"","02.6Sec","828d9973-5ffb-44f6-9c1f-cebe6bab0eee"
2024-01-04 15:14:23.390,tesla_sensor,model_3,R,STEP,R-STEP END,SPT PROCESS,"",3,0,"","",0,"",STEP03,eeac0b14-90c9-49ab-a424-d440ce319f7c
2024-01-04 15:20:12.940,tesla_sensor,model_3,D,SHIELD,AUTO EXIT,PROCESS,"",0,0,"","",0,"","","39425bde-f2ed-48e1-b5bb-cd141bdfe833"
2024-01-04 15:20:12.940,tesla_sensor,model_3,D,MAGNET RESET,ON,PROCESS,"",0,0,"","",0,"00","",f1b42db7-27b9-4671-9950-9313d4e07d4e
2024-01-04 15:20:13.940,tesla_sensor,model_3,D,MAGNET RESET,COMPLETE,PROCESS,"",0,1000,"","",0,"00","01.0Sec","2a633fc6-3c4b-4b0f-9da6-7256ced4c630"
2024-01-04 15:20:13.950,tesla_sensor,model_3,D,MAGNET,AUTO EXIT,MAG POS CONTROL,"",0,0,"","",0,"","","701910b4-a99d-4033-802f-9d23ed88a83a"
2024-01-04 15:22:09.040,tesla_sensor,model_3,D,MFC3 MVO,ON,SPT PROCESS,"",0,0,"","",0,"00","","76c09579-912a-4853-8674-8f78c185b3a7"
2024-01-04 15:30:47.320,tesla_sensor,model_3,D,CONDV1,AUTO EXIT,PUMP DOWN,"",0,0,"","",0,"","","6a3d25fa-757b-4a58-bbc6-6e130f0291b8"
2024-01-04 15:30:47.320,tesla_sensor,model_3,D,CONDV2,AUTO EXIT,PUMP DOWN,"",0,0,"","",0,"","",aa028c17-92a1-4afa-a95b-14bb591371af
2024-01-04 15:30:47.320,tesla_sensor,model_3,D,CTHD WTR OUTV,AUTO EXIT,PUMP DOWN,"",0,0,"","",0,"","","2166d62f-3918-4cec-9638-d44ac1e248f2"
2024-01-04 15:35:17.790,tesla_sensor,model_3,D,ASST LINE PUMP,AUTO EXIT,SPT PROCESS,"",0,0,Brakes,"",0,"","",b479c966-7cf7-4cc0-a07c-6216037c01e8
2024-01-04 15:35:17.820,tesla_sensor,model_3,R,STEP,R-STEP START,SPT PROCESS,F2_EUNO-23,1,0,Brakes,CHAdeMo,22,"22",STEP01,"90def026-2952-4a00-bffb-50e39312ce71"
